frequency (Hz),magnitude L (dB),phase L (deg),magnitude R (dB),phase R (deg)
41040.7615,-2.2006,-15.2658,-2.2006,-15.2658
41052.4774,-2.2020,-15.2398,-2.2020,-15.2398
41064.1933,-2.2034,-15.2137,-2.2034,-15.2137
41075.9092,-2.2048,-15.1877,-2.2048,-15.1877
41087.6251,-2.2061,-15.1616,-2.2061,-15.1616
41099.3410,-2.2075,-15.1356,-2.2075,-15.1356
41111.0569,-2.2089,-15.1096,-2.2089,-15.1096
41122.7728,-2.2103,-15.0835,-2.2103,-15.0835
41134.4887,-2.2117,-15.0575,-2.2117,-15.0575
41146.2045,-2.2130,-15.0315,-2.2130,-15.0315
41157.9204,-2.2144,-15.0054,-2.2144,-15.0054
41169.6363,-2.2158,-14.9794,-2.2158,-14.9794
41181.3522,-2.2171,-14.9534,-2.2171,-14.9534
41193.0681,-2.2185,-14.9273,-2.2185,-14.9273
41204.7840,-2.2198,-14.9013,-2.2198,-14.9013
41216.4999,-2.2212,-14.8753,-2.2212,-14.8753
41228.2158,-2.2225,-14.8493,-2.2225,-14.8493
41239.9317,-2.2239,-14.8232,-2.2239,-14.8232
41251.6475,-2.2252,-14.7972,-2.2252,-14.7972
41263.3634,-2.2266,-14.7712,-2.2266,-14.7712
41275.0793,-2.2279,-14.7452,-2.2279,-14.7452
41286.7952,-2.2293,-14.7192,-2.2293,-14.7192
41298.5111,-2.2306,-14.6932,-2.2306,-14.6932
41310.2270,-2.2319,-14.6672,-2.2319,-14.6672
41321.9429,-2.2333,-14.6412,-2.2333,-14.6412
41333.6588,-2.2346,-14.6151,-2.2346,-14.6151
41345.3747,-2.2359,-14.5891,-2.2359,-14.5891
41357.0906,-2.2372,-14.5631,-2.2372,-14.5631
41368.8064,-2.2386,-14.5371,-2.2386,-14.5371
41380.5223,-2.2399,-14.5111,-2.2399,-14.5111
41392.2382,-2.2412,-14.4851,-2.2412,-14.4851
41403.9541,-2.2425,-14.4591,-2.2425,-14.4591
41415.6700,-2.2438,-14.4331,-2.2438,-14.4331
41427.3859,-2.2451,-14.4071,-2.2451,-14.4071
41439.1018,-2.2464,-14.3811,-2.2464,-14.3811
41450.8177,-2.2477,-14.3552,-2.2477,-14.3552
41462.5336,-2.2490,-14.3292,-2.2490,-14.3292
41474.2495,-2.2503,-14.3032,-2.2503,-14.3032
41485.9653,-2.2516,-14.2772,-2.2516,-14.2772
41497.6812,-2.2529,-14.2512,-2.2529,-14.2512
41509.3971,-2.2542,-14.2252,-2.2542,-14.2252
41521.1130,-2.2555,-14.1992,-2.2555,-14.1992
41532.8289,-2.2568,-14.1732,-2.2568,-14.1732
41544.5448,-2.2580,-14.1472,-2.2580,-14.1472
41556.2607,-2.2593,-14.1213,-2.2593,-14.1213
41567.9766,-2.2606,-14.0953,-2.2606,-14.0953
41579.6925,-2.2619,-14.0693,-2.2619,-14.0693
41591.4083,-2.2631,-14.0433,-2.2631,-14.0433
41603.1242,-2.2644,-14.0174,-2.2644,-14.0174
41614.8401,-2.2657,-13.9914,-2.2657,-13.9914
41626.5560,-2.2669,-13.9654,-2.2669,-13.9654
41638.2719,-2.2682,-13.9394,-2.2682,-13.9394
41649.9878,-2.2695,-13.9135,-2.2695,-13.9135
41661.7037,-2.2707,-13.8875,-2.2707,-13.8875
41673.4196,-2.2720,-13.8615,-2.2720,-13.8615
41685.1355,-2.2732,-13.8356,-2.2732,-13.8356
41696.8514,-2.2745,-13.8096,-2.2745,-13.8096
41708.5672,-2.2757,-13.7837,-2.2757,-13.7837
41720.2831,-2.2770,-13.7577,-2.2770,-13.7577
41731.9990,-2.2782,-13.7317,-2.2782,-13.7317
41743.7149,-2.2794,-13.7058,-2.2794,-13.7058
41755.4308,-2.2807,-13.6798,-2.2807,-13.6798
41767.1467,-2.2819,-13.6539,-2.2819,-13.6539
41778.8626,-2.2831,-13.6279,-2.2831,-13.6279
41790.5785,-2.2844,-13.6020,-2.2844,-13.6020
41802.2944,-2.2856,-13.5760,-2.2856,-13.5760
41814.0103,-2.2868,-13.5501,-2.2868,-13.5501
41825.7261,-2.2880,-13.5241,-2.2880,-13.5241
41837.4420,-2.2892,-13.4982,-2.2892,-13.4982
41849.1579,-2.2905,-13.4723,-2.2905,-13.4723
41860.8738,-2.2917,-13.4463,-2.2917,-13.4463
41872.5897,-2.2929,-13.4204,-2.2929,-13.4204
41884.3056,-2.2941,-13.3944,-2.2941,-13.3944
41896.0215,-2.2953,-13.3685,-2.2953,-13.3685
41907.7374,-2.2965,-13.3426,-2.2965,-13.3426
41919.4533,-2.2977,-13.3166,-2.2977,-13.3166
41931.1691,-2.2989,-13.2907,-2.2989,-13.2907
41942.8850,-2.3001,-13.2647,-2.3001,-13.2647
41954.6009,-2.3013,-13.2388,-2.3013,-13.2388
41966.3168,-2.3025,-13.2129,-2.3025,-13.2129
41978.0327,-2.3037,-13.1869,-2.3037,-13.1869
41989.7486,-2.3048,-13.1610,-2.3048,-13.1610
42001.4645,-2.3060,-13.1351,-2.3060,-13.1351
42013.1804,-2.3072,-13.1092,-2.3072,-13.1092
42024.8963,-2.3084,-13.0833,-2.3084,-13.0833
42036.6122,-2.3095,-13.0574,-2.3095,-13.0574
42048.3280,-2.3107,-13.0314,-2.3107,-13.0314
42060.0439,-2.3119,-13.0055,-2.3119,-13.0055
42071.7598,-2.3131,-12.9796,-2.3131,-12.9796
42083.4757,-2.3142,-12.9537,-2.3142,-12.9537
42095.1916,-2.3154,-12.9278,-2.3154,-12.9278
42106.9075,-2.3165,-12.9018,-2.3165,-12.9018
42118.6234,-2.3177,-12.8759,-2.3177,-12.8759
42130.3393,-2.3189,-12.8500,-2.3189,-12.8500
42142.0552,-2.3200,-12.8241,-2.3200,-12.8241
42153.7711,-2.3212,-12.7982,-2.3212,-12.7982
42165.4869,-2.3223,-12.7723,-2.3223,-12.7723
42177.2028,-2.3234,-12.7464,-2.3234,-12.7464
42188.9187,-2.3246,-12.7205,-2.3246,-12.7205
42200.6346,-2.3257,-12.6946,-2.3257,-12.6946
42212.3505,-2.3269,-12.6687,-2.3269,-12.6687
42224.0664,-2.3280,-12.6428,-2.3280,-12.6428
42235.7823,-2.3291,-12.6169,-2.3291,-12.6169
42247.4982,-2.3303,-12.5910,-2.3303,-12.5910
42259.2141,-2.3314,-12.5651,-2.3314,-12.5651
42270.9299,-2.3325,-12.5392,-2.3325,-12.5392
42282.6458,-2.3336,-12.5133,-2.3336,-12.5133
42294.3617,-2.3347,-12.4874,-2.3347,-12.4874
42306.0776,-2.3359,-12.4615,-2.3359,-12.4615
42317.7935,-2.3370,-12.4356,-2.3370,-12.4356
42329.5094,-2.3381,-12.4097,-2.3381,-12.4097
42341.2253,-2.3392,-12.3839,-2.3392,-12.3839
42352.9412,-2.3403,-12.3580,-2.3403,-12.3580
42364.6571,-2.3414,-12.3321,-2.3414,-12.3321
42376.3730,-2.3425,-12.3062,-2.3425,-12.3062
42388.0888,-2.3436,-12.2803,-2.3436,-12.2803
42399.8047,-2.3447,-12.2545,-2.3447,-12.2545
42411.5206,-2.3458,-12.2286,-2.3458,-12.2286
42423.2365,-2.3469,-12.2027,-2.3469,-12.2027
42434.9524,-2.3480,-12.1768,-2.3480,-12.1768
42446.6683,-2.3491,-12.1509,-2.3491,-12.1509
42458.3842,-2.3501,-12.1251,-2.3501,-12.1251
42470.1001,-2.3512,-12.0992,-2.3512,-12.0992
42481.8160,-2.3523,-12.0733,-2.3523,-12.0733
42493.5319,-2.3534,-12.0474,-2.3534,-12.0474
42505.2477,-2.3545,-12.0216,-2.3545,-12.0216
42516.9636,-2.3555,-11.9957,-2.3555,-11.9957
42528.6795,-2.3566,-11.9698,-2.3566,-11.9698
42540.3954,-2.3577,-11.9440,-2.3577,-11.9440
42552.1113,-2.3587,-11.9181,-2.3587,-11.9181
42563.8272,-2.3598,-11.8922,-2.3598,-11.8922
42575.5431,-2.3608,-11.8664,-2.3608,-11.8664
42587.2590,-2.3619,-11.8405,-2.3619,-11.8405
42598.9749,-2.3630,-11.8147,-2.3630,-11.8147
42610.6907,-2.3640,-11.7888,-2.3640,-11.7888
42622.4066,-2.3651,-11.7630,-2.3651,-11.7630
42634.1225,-2.3661,-11.7371,-2.3661,-11.7371
42645.8384,-2.3672,-11.7112,-2.3672,-11.7112
42657.5543,-2.3682,-11.6854,-2.3682,-11.6854
42669.2702,-2.3692,-11.6595,-2.3692,-11.6595
42680.9861,-2.3703,-11.6337,-2.3703,-11.6337
42692.7020,-2.3713,-11.6078,-2.3713,-11.6078
42704.4179,-2.3723,-11.5820,-2.3723,-11.5820
42716.1338,-2.3734,-11.5561,-2.3734,-11.5561
42727.8496,-2.3744,-11.5303,-2.3744,-11.5303
42739.5655,-2.3754,-11.5044,-2.3754,-11.5044
42751.2814,-2.3764,-11.4786,-2.3764,-11.4786
42762.9973,-2.3775,-11.4528,-2.3775,-11.4528
42774.7132,-2.3785,-11.4269,-2.3785,-11.4269
42786.4291,-2.3795,-11.4011,-2.3795,-11.4011
42798.1450,-2.3805,-11.3752,-2.3805,-11.3752
42809.8609,-2.3815,-11.3494,-2.3815,-11.3494
42821.5768,-2.3825,-11.3235,-2.3825,-11.3235
42833.2927,-2.3835,-11.2977,-2.3835,-11.2977
42845.0085,-2.3845,-11.2719,-2.3845,-11.2719
42856.7244,-2.3855,-11.2460,-2.3855,-11.2460
42868.4403,-2.3865,-11.2202,-2.3865,-11.2202
42880.1562,-2.3875,-11.1944,-2.3875,-11.1944
42891.8721,-2.3885,-11.1685,-2.3885,-11.1685
42903.5880,-2.3895,-11.1427,-2.3895,-11.1427
42915.3039,-2.3905,-11.1169,-2.3905,-11.1169
42927.0198,-2.3915,-11.0911,-2.3915,-11.0911
42938.7357,-2.3925,-11.0652,-2.3925,-11.0652
42950.4515,-2.3935,-11.0394,-2.3935,-11.0394
42962.1674,-2.3944,-11.0136,-2.3944,-11.0136
42973.8833,-2.3954,-10.9878,-2.3954,-10.9878
42985.5992,-2.3964,-10.9619,-2.3964,-10.9619
42997.3151,-2.3974,-10.9361,-2.3974,-10.9361
43009.0310,-2.3983,-10.9103,-2.3983,-10.9103
43020.7469,-2.3993,-10.8845,-2.3993,-10.8845
43032.4628,-2.4003,-10.8587,-2.4003,-10.8587
43044.1787,-2.4012,-10.8328,-2.4012,-10.8328
43055.8946,-2.4022,-10.8070,-2.4022,-10.8070
43067.6104,-2.4031,-10.7812,-2.4031,-10.7812
43079.3263,-2.4041,-10.7554,-2.4041,-10.7554
43091.0422,-2.4050,-10.7296,-2.4050,-10.7296
43102.7581,-2.4060,-10.7037,-2.4060,-10.7037
43114.4740,-2.4069,-10.6780,-2.4069,-10.6780
43126.1899,-2.4079,-10.6522,-2.4079,-10.6522
43137.9058,-2.4088,-10.6264,-2.4088,-10.6264
43149.6217,-2.4098,-10.6006,-2.4098,-10.6006
43161.3376,-2.4107,-10.5748,-2.4107,-10.5748
43173.0535,-2.4116,-10.5490,-2.4116,-10.5490
43184.7693,-2.4126,-10.5231,-2.4126,-10.5231
43196.4852,-2.4135,-10.4973,-2.4135,-10.4973
43208.2011,-2.4144,-10.4715,-2.4144,-10.4715
43219.9170,-2.4154,-10.4457,-2.4154,-10.4457
43231.6329,-2.4163,-10.4199,-2.4163,-10.4199
43243.3488,-2.4172,-10.3941,-2.4172,-10.3941
43255.0647,-2.4181,-10.3683,-2.4181,-10.3683
43266.7806,-2.4190,-10.3425,-2.4190,-10.3425
43278.4965,-2.4199,-10.3167,-2.4199,-10.3167
43290.2124,-2.4209,-10.2909,-2.4209,-10.2909
43301.9282,-2.4218,-10.2651,-2.4218,-10.2651
43313.6441,-2.4227,-10.2394,-2.4227,-10.2394
43325.3600,-2.4236,-10.2135,-2.4236,-10.2135
43337.0759,-2.4245,-10.1878,-2.4245,-10.1878
43348.7918,-2.4254,-10.1620,-2.4254,-10.1620
43360.5077,-2.4263,-10.1362,-2.4263,-10.1362
43372.2236,-2.4272,-10.1104,-2.4272,-10.1104
43383.9395,-2.4281,-10.0846,-2.4281,-10.0846
43395.6554,-2.4290,-10.0588,-2.4290,-10.0588
43407.3712,-2.4298,-10.0330,-2.4298,-10.0330
43419.0871,-2.4307,-10.0072,-2.4307,-10.0072
43430.8030,-2.4316,-9.9815,-2.4316,-9.9815
43442.5189,-2.4325,-9.9557,-2.4325,-9.9557
43454.2348,-2.4334,-9.9299,-2.4334,-9.9299
43465.9507,-2.4342,-9.9041,-2.4342,-9.9041
43477.6666,-2.4351,-9.8783,-2.4351,-9.8783
43489.3825,-2.4360,-9.8526,-2.4360,-9.8526
43501.0984,-2.4369,-9.8268,-2.4369,-9.8268
43512.8143,-2.4377,-9.8010,-2.4377,-9.8010
43524.5301,-2.4386,-9.7752,-2.4386,-9.7752
43536.2460,-2.4394,-9.7495,-2.4394,-9.7495
43547.9619,-2.4403,-9.7237,-2.4403,-9.7237
43559.6778,-2.4412,-9.6979,-2.4412,-9.6979
43571.3937,-2.4420,-9.6722,-2.4420,-9.6722
43583.1096,-2.4429,-9.6464,-2.4429,-9.6464
43594.8255,-2.4437,-9.6206,-2.4437,-9.6206
43606.5414,-2.4446,-9.5948,-2.4446,-9.5948
43618.2573,-2.4454,-9.5691,-2.4454,-9.5691
43629.9732,-2.4462,-9.5433,-2.4462,-9.5433
43641.6890,-2.4471,-9.5175,-2.4471,-9.5175
43653.4049,-2.4479,-9.4918,-2.4479,-9.4918
43665.1208,-2.4488,-9.4660,-2.4488,-9.4660
43676.8367,-2.4496,-9.4403,-2.4496,-9.4403
43688.5526,-2.4504,-9.4145,-2.4504,-9.4145
43700.2685,-2.4513,-9.3888,-2.4513,-9.3888
43711.9844,-2.4521,-9.3630,-2.4521,-9.3630
43723.7003,-2.4529,-9.3372,-2.4529,-9.3372
43735.4162,-2.4537,-9.3115,-2.4537,-9.3115
43747.1320,-2.4545,-9.2857,-2.4545,-9.2857
43758.8479,-2.4554,-9.2600,-2.4554,-9.2600
43770.5638,-2.4562,-9.2342,-2.4562,-9.2342
43782.2797,-2.4570,-9.2084,-2.4570,-9.2084
43793.9956,-2.4578,-9.1827,-2.4578,-9.1827
43805.7115,-2.4586,-9.1569,-2.4586,-9.1569
43817.4274,-2.4594,-9.1311,-2.4594,-9.1311
43829.1433,-2.4602,-9.1054,-2.4602,-9.1054
43840.8592,-2.4610,-9.0797,-2.4610,-9.0797
43852.5751,-2.4618,-9.0539,-2.4618,-9.0539
43864.2909,-2.4626,-9.0282,-2.4626,-9.0282
43876.0068,-2.4634,-9.0024,-2.4634,-9.0024
43887.7227,-2.4642,-8.9767,-2.4642,-8.9767
43899.4386,-2.4650,-8.9509,-2.4650,-8.9509
43911.1545,-2.4658,-8.9252,-2.4658,-8.9252
43922.8704,-2.4665,-8.8994,-2.4665,-8.8994
43934.5863,-2.4673,-8.8737,-2.4673,-8.8737
43946.3022,-2.4681,-8.8479,-2.4681,-8.8479
43958.0181,-2.4689,-8.8222,-2.4689,-8.8222
43969.7340,-2.4696,-8.7965,-2.4696,-8.7965
43981.4498,-2.4704,-8.7707,-2.4704,-8.7707
43993.1657,-2.4712,-8.7450,-2.4712,-8.7450
44004.8816,-2.4720,-8.7193,-2.4720,-8.7193
44016.5975,-2.4727,-8.6935,-2.4727,-8.6935
44028.3134,-2.4735,-8.6678,-2.4735,-8.6678
44040.0293,-2.4742,-8.6420,-2.4742,-8.6420
44051.7452,-2.4750,-8.6163,-2.4750,-8.6163
44063.4611,-2.4757,-8.5906,-2.4757,-8.5906
44075.1770,-2.4765,-8.5649,-2.4765,-8.5649
44086.8928,-2.4773,-8.5391,-2.4773,-8.5391
44098.6087,-2.4780,-8.5134,-2.4780,-8.5134
44110.3246,-2.4788,-8.4877,-2.4788,-8.4877
44122.0405,-2.4795,-8.4619,-2.4795,-8.4619
44133.7564,-2.4802,-8.4362,-2.4802,-8.4362
44145.4723,-2.4810,-8.4105,-2.4810,-8.4105
44157.1882,-2.4817,-8.3847,-2.4817,-8.3847
44168.9041,-2.4824,-8.3590,-2.4824,-8.3590
44180.6200,-2.4832,-8.3333,-2.4832,-8.3333
44192.3359,-2.4839,-8.3076,-2.4839,-8.3076
44204.0517,-2.4846,-8.2818,-2.4846,-8.2818
44215.7676,-2.4854,-8.2561,-2.4854,-8.2561
44227.4835,-2.4861,-8.2304,-2.4861,-8.2304
44239.1994,-2.4868,-8.2047,-2.4868,-8.2047
44250.9153,-2.4875,-8.1789,-2.4875,-8.1789
44262.6312,-2.4882,-8.1532,-2.4882,-8.1532
44274.3471,-2.4889,-8.1275,-2.4889,-8.1275
44286.0630,-2.4897,-8.1018,-2.4897,-8.1018
44297.7789,-2.4904,-8.0761,-2.4904,-8.0761
44309.4948,-2.4911,-8.0504,-2.4911,-8.0504
44321.2106,-2.4918,-8.0247,-2.4918,-8.0247
44332.9265,-2.4925,-7.9989,-2.4925,-7.9989
44344.6424,-2.4932,-7.9732,-2.4932,-7.9732
44356.3583,-2.4939,-7.9475,-2.4939,-7.9475
44368.0742,-2.4946,-7.9218,-2.4946,-7.9218
44379.7901,-2.4953,-7.8961,-2.4953,-7.8961
44391.5060,-2.4959,-7.8704,-2.4959,-7.8704
44403.2219,-2.4966,-7.8447,-2.4966,-7.8447
44414.9378,-2.4973,-7.8190,-2.4973,-7.8190
44426.6536,-2.4980,-7.7932,-2.4980,-7.7932
44438.3695,-2.4987,-7.7675,-2.4987,-7.7675
44450.0854,-2.4994,-7.7418,-2.4994,-7.7418
44461.8013,-2.5000,-7.7161,-2.5000,-7.7161
44473.5172,-2.5007,-7.6904,-2.5007,-7.6904
44485.2331,-2.5014,-7.6647,-2.5014,-7.6647
44496.9490,-2.5021,-7.6390,-2.5021,-7.6390
44508.6649,-2.5027,-7.6133,-2.5027,-7.6133
44520.3808,-2.5034,-7.5876,-2.5034,-7.5876
44532.0967,-2.5041,-7.5619,-2.5041,-7.5619
44543.8125,-2.5047,-7.5361,-2.5047,-7.5361
44555.5284,-2.5054,-7.5104,-2.5054,-7.5104
44567.2443,-2.5060,-7.4847,-2.5060,-7.4847
44578.9602,-2.5067,-7.4590,-2.5067,-7.4590
44590.6761,-2.5073,-7.4333,-2.5073,-7.4333
44602.3920,-2.5080,-7.4077,-2.5080,-7.4077
44614.1079,-2.5086,-7.3820,-2.5086,-7.3820
44625.8238,-2.5093,-7.3563,-2.5093,-7.3563
44637.5397,-2.5099,-7.3306,-2.5099,-7.3306
44649.2556,-2.5105,-7.3049,-2.5105,-7.3049
44660.9714,-2.5112,-7.2792,-2.5112,-7.2792
44672.6873,-2.5118,-7.2535,-2.5118,-7.2535
44684.4032,-2.5124,-7.2278,-2.5124,-7.2278
44696.1191,-2.5131,-7.2021,-2.5131,-7.2021
44707.8350,-2.5137,-7.1764,-2.5137,-7.1764
44719.5509,-2.5143,-7.1507,-2.5143,-7.1507
44731.2668,-2.5149,-7.1250,-2.5149,-7.1250
44742.9827,-2.5156,-7.0993,-2.5156,-7.0993
44754.6986,-2.5162,-7.0736,-2.5162,-7.0736
44766.4144,-2.5168,-7.0480,-2.5168,-7.0480
44778.1303,-2.5174,-7.0223,-2.5174,-7.0223
44789.8462,-2.5180,-6.9966,-2.5180,-6.9966
44801.5621,-2.5186,-6.9709,-2.5186,-6.9709
44813.2780,-2.5192,-6.9452,-2.5192,-6.9452
44824.9939,-2.5199,-6.9195,-2.5199,-6.9195
44836.7098,-2.5205,-6.8938,-2.5205,-6.8938
44848.4257,-2.5211,-6.8682,-2.5211,-6.8682
44860.1416,-2.5217,-6.8425,-2.5217,-6.8425
44871.8575,-2.5222,-6.8168,-2.5222,-6.8168
44883.5733,-2.5228,-6.7911,-2.5228,-6.7911
44895.2892,-2.5234,-6.7654,-2.5234,-6.7654
44907.0051,-2.5240,-6.7397,-2.5240,-6.7397
44918.7210,-2.5246,-6.7140,-2.5246,-6.7140
44930.4369,-2.5252,-6.6883,-2.5252,-6.6883
44942.1528,-2.5258,-6.6627,-2.5258,-6.6627
44953.8687,-2.5264,-6.6370,-2.5264,-6.6370
44965.5846,-2.5269,-6.6113,-2.5269,-6.6113
44977.3005,-2.5275,-6.5856,-2.5275,-6.5856
44989.0164,-2.5281,-6.5600,-2.5281,-6.5600
45000.7322,-2.5286,-6.5343,-2.5286,-6.5343
45012.4481,-2.5292,-6.5086,-2.5292,-6.5086
45024.1640,-2.5298,-6.4829,-2.5298,-6.4829
45035.8799,-2.5303,-6.4573,-2.5303,-6.4573
45047.5958,-2.5309,-6.4316,-2.5309,-6.4316
45059.3117,-2.5315,-6.4059,-2.5315,-6.4059
45071.0276,-2.5320,-6.3802,-2.5320,-6.3802
45082.7435,-2.5326,-6.3546,-2.5326,-6.3546
45094.4594,-2.5331,-6.3289,-2.5331,-6.3289
45106.1753,-2.5337,-6.3032,-2.5337,-6.3032
45117.8911,-2.5342,-6.2776,-2.5342,-6.2776
45129.6070,-2.5348,-6.2519,-2.5348,-6.2519
45141.3229,-2.5353,-6.2262,-2.5353,-6.2262
45153.0388,-2.5359,-6.2006,-2.5359,-6.2006
45164.7547,-2.5364,-6.1749,-2.5364,-6.1749
45176.4706,-2.5369,-6.1492,-2.5369,-6.1492
45188.1865,-2.5375,-6.1236,-2.5375,-6.1236
45199.9024,-2.5380,-6.0979,-2.5380,-6.0979
45211.6183,-2.5385,-6.0722,-2.5385,-6.0722
45223.3341,-2.5391,-6.0465,-2.5391,-6.0465
45235.0500,-2.5396,-6.0209,-2.5396,-6.0209
45246.7659,-2.5401,-5.9952,-2.5401,-5.9952
45258.4818,-2.5406,-5.9696,-2.5406,-5.9696
45270.1977,-2.5411,-5.9439,-2.5411,-5.9439
45281.9136,-2.5417,-5.9182,-2.5417,-5.9182
45293.6295,-2.5422,-5.8926,-2.5422,-5.8926
45305.3454,-2.5427,-5.8669,-2.5427,-5.8669
45317.0613,-2.5432,-5.8412,-2.5432,-5.8412
45328.7772,-2.5437,-5.8156,-2.5437,-5.8156
45340.4930,-2.5442,-5.7899,-2.5442,-5.7899
45352.2089,-2.5447,-5.7643,-2.5447,-5.7643
45363.9248,-2.5452,-5.7386,-2.5452,-5.7386
45375.6407,-2.5457,-5.7130,-2.5457,-5.7130
45387.3566,-2.5462,-5.6873,-2.5462,-5.6873
45399.0725,-2.5467,-5.6616,-2.5467,-5.6616
45410.7884,-2.5472,-5.6360,-2.5472,-5.6360
45422.5043,-2.5477,-5.6103,-2.5477,-5.6103
45434.2202,-2.5482,-5.5847,-2.5482,-5.5847
45445.9361,-2.5486,-5.5590,-2.5486,-5.5590
45457.6519,-2.5491,-5.5334,-2.5491,-5.5334
45469.3678,-2.5496,-5.5077,-2.5496,-5.5077
45481.0837,-2.5501,-5.4821,-2.5501,-5.4821
45492.7996,-2.5506,-5.4564,-2.5506,-5.4564
45504.5155,-2.5510,-5.4308,-2.5510,-5.4308
45516.2314,-2.5515,-5.4051,-2.5515,-5.4051
45527.9473,-2.5520,-5.3794,-2.5520,-5.3794
45539.6632,-2.5524,-5.3538,-2.5524,-5.3538
45551.3791,-2.5529,-5.3282,-2.5529,-5.3282
45563.0949,-2.5534,-5.3025,-2.5534,-5.3025
45574.8108,-2.5538,-5.2769,-2.5538,-5.2769
45586.5267,-2.5543,-5.2512,-2.5543,-5.2512
45598.2426,-2.5547,-5.2256,-2.5547,-5.2256
45609.9585,-2.5552,-5.1999,-2.5552,-5.1999
45621.6744,-2.5556,-5.1743,-2.5556,-5.1743
45633.3903,-2.5561,-5.1486,-2.5561,-5.1486
45645.1062,-2.5565,-5.1230,-2.5565,-5.1230
45656.8221,-2.5570,-5.0973,-2.5570,-5.0973
45668.5380,-2.5574,-5.0717,-2.5574,-5.0717
45680.2538,-2.5578,-5.0460,-2.5578,-5.0460
45691.9697,-2.5583,-5.0204,-2.5583,-5.0204
45703.6856,-2.5587,-4.9947,-2.5587,-4.9947
45715.4015,-2.5591,-4.9691,-2.5591,-4.9691
45727.1174,-2.5596,-4.9434,-2.5596,-4.9434
45738.8333,-2.5600,-4.9178,-2.5600,-4.9178
45750.5492,-2.5604,-4.8922,-2.5604,-4.8922
45762.2651,-2.5609,-4.8665,-2.5609,-4.8665
45773.9810,-2.5613,-4.8409,-2.5613,-4.8409
45785.6969,-2.5617,-4.8153,-2.5617,-4.8153
45797.4127,-2.5621,-4.7896,-2.5621,-4.7896
45809.1286,-2.5625,-4.7640,-2.5625,-4.7640
45820.8445,-2.5629,-4.7383,-2.5629,-4.7383
45832.5604,-2.5633,-4.7127,-2.5633,-4.7127
45844.2763,-2.5638,-4.6870,-2.5638,-4.6870
45855.9922,-2.5642,-4.6614,-2.5642,-4.6614
45867.7081,-2.5646,-4.6358,-2.5646,-4.6358
45879.4240,-2.5650,-4.6101,-2.5650,-4.6101
45891.1399,-2.5654,-4.5845,-2.5654,-4.5845
45902.8557,-2.5658,-4.5589,-2.5658,-4.5589
45914.5716,-2.5662,-4.5332,-2.5662,-4.5332
45926.2875,-2.5665,-4.5076,-2.5665,-4.5076
45938.0034,-2.5669,-4.4820,-2.5669,-4.4820
45949.7193,-2.5673,-4.4563,-2.5673,-4.4563
45961.4352,-2.5677,-4.4307,-2.5677,-4.4307
45973.1511,-2.5681,-4.4051,-2.5681,-4.4051
45984.8670,-2.5685,-4.3794,-2.5685,-4.3794
45996.5829,-2.5688,-4.3538,-2.5688,-4.3538
46008.2988,-2.5692,-4.3282,-2.5692,-4.3282
46020.0146,-2.5696,-4.3025,-2.5696,-4.3025
46031.7305,-2.5700,-4.2769,-2.5700,-4.2769
46043.4464,-2.5703,-4.2513,-2.5703,-4.2513
46055.1623,-2.5707,-4.2256,-2.5707,-4.2256
46066.8782,-2.5711,-4.2000,-2.5711,-4.2000
46078.5941,-2.5714,-4.1743,-2.5714,-4.1743
46090.3100,-2.5718,-4.1487,-2.5718,-4.1487
46102.0259,-2.5721,-4.1231,-2.5721,-4.1231
46113.7418,-2.5725,-4.0975,-2.5725,-4.0975
46125.4577,-2.5729,-4.0719,-2.5729,-4.0719
46137.1735,-2.5732,-4.0462,-2.5732,-4.0462
46148.8894,-2.5736,-4.0206,-2.5736,-4.0206
46160.6053,-2.5739,-3.9950,-2.5739,-3.9950
46172.3212,-2.5743,-3.9694,-2.5743,-3.9694
46184.0371,-2.5746,-3.9437,-2.5746,-3.9437
46195.7530,-2.5749,-3.9181,-2.5749,-3.9181
46207.4689,-2.5753,-3.8924,-2.5753,-3.8924
46219.1848,-2.5756,-3.8668,-2.5756,-3.8668
46230.9007,-2.5759,-3.8412,-2.5759,-3.8412
46242.6165,-2.5763,-3.8156,-2.5763,-3.8156
46254.3324,-2.5766,-3.7900,-2.5766,-3.7900
46266.0483,-2.5769,-3.7643,-2.5769,-3.7643
46277.7642,-2.5773,-3.7387,-2.5773,-3.7387
46289.4801,-2.5776,-3.7131,-2.5776,-3.7131
46301.1960,-2.5779,-3.6875,-2.5779,-3.6875
46312.9119,-2.5782,-3.6618,-2.5782,-3.6618
46324.6278,-2.5785,-3.6362,-2.5785,-3.6362
46336.3437,-2.5788,-3.6106,-2.5788,-3.6106
46348.0596,-2.5792,-3.5850,-2.5792,-3.5850
46359.7754,-2.5795,-3.5594,-2.5795,-3.5594
46371.4913,-2.5798,-3.5337,-2.5798,-3.5337
46383.2072,-2.5801,-3.5081,-2.5801,-3.5081
46394.9231,-2.5804,-3.4825,-2.5804,-3.4825
46406.6390,-2.5807,-3.4568,-2.5807,-3.4568
46418.3549,-2.5810,-3.4312,-2.5810,-3.4312
46430.0708,-2.5813,-3.4056,-2.5813,-3.4056
46441.7867,-2.5816,-3.3800,-2.5816,-3.3800
46453.5026,-2.5819,-3.3544,-2.5819,-3.3544
46465.2185,-2.5821,-3.3287,-2.5821,-3.3287
46476.9343,-2.5824,-3.3031,-2.5824,-3.3031
